ablation,configuration_id,f1,fold,generation,label,model,precision,recall,representation,run_id,seed,subset,support,window_size_frames
temporal_r0,qualification_r0_w60_b1024,0.0,4,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,validation,17,60
temporal_r0,qualification_r0_w60_b1024,0.38095238095238093,4,G2,distraction,tcn,0.3076923076923077,0.5,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,validation,96,60
temporal_r0,qualification_r0_w60_b1024,0.861005949161709,4,G2,alert,tcn,0.8923766816143498,0.831765935214211,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,957,60
temporal_r0,qualification_r0_w60_b1024,,4,G2,fatigue,tcn,,,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,0,60
temporal_r0,qualification_r0_w60_b1024,0.24633431085043989,4,G2,distraction,tcn,0.20689655172413793,0.30434782608695654,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,138,60
temporal_r0,qualification_r0_w60_b1024,0.9083544303797468,4,G2,alert,transformer,0.9314641744548287,0.8863636363636364,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,1012,60
temporal_r0,qualification_r0_w60_b1024,0.0,4,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,17,60
temporal_r0,qualification_r0_w60_b1024,0.3643410852713178,4,G2,distraction,transformer,0.29012345679012347,0.4895833333333333,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,96,60
temporal_r0,qualification_r0_w60_b1024,0.8650107991360692,4,G2,alert,transformer,0.8949720670391061,0.8369905956112853,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,957,60
temporal_r0,qualification_r0_w60_b1024,,4,G2,fatigue,transformer,,,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,0,60
temporal_r0,qualification_r0_w60_b1024,0.2603550295857988,4,G2,distraction,transformer,0.22,0.3188405797101449,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,138,60
temporal_r0,qualification_r0_w150_b1024,0.866770347330223,1,G2,alert,lstm,0.8989247311827957,0.8368368368368369,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,validation,999,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,validation,1,150
temporal_r0,qualification_r0_w150_b1024,0.3263157894736842,1,G2,distraction,lstm,0.27555555555555555,0.4,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,validation,155,150
temporal_r0,qualification_r0_w150_b1024,0.7727028479312198,1,G2,alert,lstm,0.9325551232166018,0.6596330275229357,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,test,1090,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,test,62,150
temporal_r0,qualification_r0_w150_b1024,0.6107678729037952,1,G2,distraction,lstm,0.4570673712021136,0.9202127659574468,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,test,376,150
temporal_r0,qualification_r0_w150_b1024,0.9157688540646425,1,G2,alert,tcn,0.8964525407478428,0.9359359359359359,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,validation,999,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,validation,1,150
temporal_r0,qualification_r0_w150_b1024,0.3595505617977528,1,G2,distraction,tcn,0.42857142857142855,0.3096774193548387,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,validation,155,150
temporal_r0,qualification_r0_w150_b1024,0.9009009009009009,1,G2,alert,tcn,0.8849557522123894,0.9174311926605505,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,test,1090,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,test,62,150
temporal_r0,qualification_r0_w150_b1024,0.7545219638242894,1,G2,distraction,tcn,0.7336683417085427,0.776595744680851,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,test,376,150
temporal_r0,qualification_r0_w150_b1024,0.920328343795268,1,G2,alert,transformer,0.8889925373134329,0.953953953953954,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,validation,999,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,validation,1,150
temporal_r0,qualification_r0_w150_b1024,0.31092436974789917,1,G2,distraction,transformer,0.4457831325301205,0.23870967741935484,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,validation,155,150
temporal_r0,qualification_r0_w150_b1024,0.8943661971830986,1,G2,alert,transformer,0.8595600676818951,0.9321100917431193,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,test,1090,150
temporal_r0,qualification_r0_w150_b1024,0.0,1,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,test,62,150
temporal_r0,qualification_r0_w150_b1024,0.703601108033241,1,G2,distraction,transformer,0.7341040462427746,0.675531914893617,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,test,376,150
temporal_r0,qualification_r0_w150_b1024,0.924964605946201,2,G2,alert,lstm,0.937799043062201,0.9124767225325885,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,validation,1074,150
temporal_r0,qualification_r0_w150_b1024,0.0,2,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.2222222222222222,2,G2,distraction,lstm,0.1826086956521739,0.28378378378378377,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,validation,74,150
temporal_r0,qualification_r0_w150_b1024,0.929093799682035,2,G2,alert,lstm,0.9217665615141956,0.9365384615384615,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,test,1560,150
temporal_r0,qualification_r0_w150_b1024,,2,G2,fatigue,lstm,,,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.5847299813780261,2,G2,distraction,lstm,0.61328125,0.5587188612099644,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,test,281,150
temporal_r0,qualification_r0_w150_b1024,0.9468377635197067,2,G2,alert,tcn,0.9323104693140795,0.9618249534450651,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,validation,1074,150
temporal_r0,qualification_r0_w150_b1024,0.0,2,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.1746031746031746,2,G2,distraction,tcn,0.21153846153846154,0.14864864864864866,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,validation,74,150
temporal_r0,qualification_r0_w150_b1024,0.943609022556391,2,G2,alert,tcn,0.9227941176470589,0.9653846153846154,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,test,1560,150
temporal_r0,qualification_r0_w150_b1024,,2,G2,fatigue,tcn,,,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.6326530612244898,2,G2,distraction,tcn,0.7416267942583732,0.5516014234875445,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,test,281,150
temporal_r0,qualification_r0_w150_b1024,0.9182692307692307,2,G2,alert,transformer,0.9493041749502982,0.8891992551210428,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,validation,1074,150
temporal_r0,qualification_r0_w150_b1024,0.0,2,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.30701754385964913,2,G2,distraction,transformer,0.22727272727272727,0.47297297297297297,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,validation,74,150
temporal_r0,qualification_r0_w150_b1024,0.9365384615384615,2,G2,alert,transformer,0.9365384615384615,0.9365384615384615,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,test,1560,150
temporal_r0,qualification_r0_w150_b1024,,2,G2,fatigue,transformer,,,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.6476868327402135,2,G2,distraction,transformer,0.6476868327402135,0.6476868327402135,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,test,281,150
temporal_r0,qualification_r0_w150_b1024,0.8808290155440415,3,G2,alert,lstm,0.8844953173777316,0.8771929824561403,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,validation,969,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,validation,11,150
temporal_r0,qualification_r0_w150_b1024,0.2912621359223301,3,G2,distraction,lstm,0.27439024390243905,0.3103448275862069,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,validation,145,150
temporal_r0,qualification_r0_w150_b1024,0.9434925264309151,3,G2,alert,lstm,0.9390420899854862,0.947985347985348,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,test,1365,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,test,22,150
temporal_r0,qualification_r0_w150_b1024,0.3891402714932127,3,G2,distraction,lstm,0.3739130434782609,0.4056603773584906,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,test,106,150
temporal_r0,qualification_r0_w150_b1024,0.8785046728971962,3,G2,alert,tcn,0.8840125391849529,0.8730650154798761,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,validation,969,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,validation,11,150
temporal_r0,qualification_r0_w150_b1024,0.28753993610223644,3,G2,distraction,tcn,0.26785714285714285,0.3103448275862069,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,validation,145,150
temporal_r0,qualification_r0_w150_b1024,0.9422936449963477,3,G2,alert,tcn,0.9395484340859432,0.945054945054945,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,test,1365,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,test,22,150
temporal_r0,qualification_r0_w150_b1024,0.39823008849557523,3,G2,distraction,tcn,0.375,0.42452830188679247,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,test,106,150
temporal_r0,qualification_r0_w150_b1024,0.8839608045384219,3,G2,alert,transformer,0.8835051546391752,0.8844169246646026,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,validation,969,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,validation,11,150
temporal_r0,qualification_r0_w150_b1024,0.2866666666666667,3,G2,distraction,transformer,0.27741935483870966,0.296551724137931,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,validation,145,150
temporal_r0,qualification_r0_w150_b1024,0.9428051001821494,3,G2,alert,transformer,0.9376811594202898,0.947985347985348,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,test,1365,150
temporal_r0,qualification_r0_w150_b1024,0.0,3,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,test,22,150
temporal_r0,qualification_r0_w150_b1024,0.3835616438356164,3,G2,distraction,transformer,0.37168141592920356,0.39622641509433965,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,test,106,150
temporal_r0,qualification_r0_w150_b1024,0.9159919028340081,4,G2,alert,lstm,0.9291581108829569,0.9031936127744511,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,validation,1002,150
temporal_r0,qualification_r0_w150_b1024,0.0,4,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.3063063063063063,4,G2,distraction,lstm,0.2595419847328244,0.37362637362637363,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,validation,91,150
temporal_r0,qualification_r0_w150_b1024,0.8866525423728814,4,G2,alert,lstm,0.8885350318471338,0.8847780126849895,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,test,946,150
temporal_r0,qualification_r0_w150_b1024,,4,G2,fatigue,lstm,,,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.1893939393939394,4,G2,distraction,lstm,0.1865671641791045,0.19230769230769232,R0,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,test,130,150
temporal_r0,qualification_r0_w150_b1024,0.9186991869918699,4,G2,alert,tcn,0.9358178053830227,0.9021956087824351,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,validation,1002,150
temporal_r0,qualification_r0_w150_b1024,0.0,4,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.3565217391304348,4,G2,distraction,tcn,0.2949640287769784,0.45054945054945056,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,validation,91,150
temporal_r0,qualification_r0_w150_b1024,0.866738894907909,4,G2,alert,tcn,0.8888888888888888,0.8456659619450317,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,test,946,150
temporal_r0,qualification_r0_w150_b1024,,4,G2,fatigue,tcn,,,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.19607843137254902,4,G2,distraction,tcn,0.17045454545454544,0.23076923076923078,R0,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,test,130,150
temporal_r0,qualification_r0_w150_b1024,0.9187817258883249,4,G2,alert,transformer,0.9349173553719008,0.9031936127744511,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,validation,1002,150
temporal_r0,qualification_r0_w150_b1024,0.0,4,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,validation,12,150
temporal_r0,qualification_r0_w150_b1024,0.3508771929824561,4,G2,distraction,transformer,0.291970802919708,0.43956043956043955,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,validation,91,150
temporal_r0,qualification_r0_w150_b1024,0.8726491133799033,4,G2,alert,transformer,0.8874316939890711,0.8583509513742071,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,test,946,150
temporal_r0,qualification_r0_w150_b1024,,4,G2,fatigue,transformer,,,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,test,0,150
temporal_r0,qualification_r0_w150_b1024,0.18556701030927836,4,G2,distraction,transformer,0.16770186335403728,0.2076923076923077,R0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,test,130,150
