ablation,actual,configuration_id,count,fold,generation,model,predicted,representation,run_id,seed,subset,window_size_frames
temporal_r0,alert,qualification_r0_w60_b1024,852,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,alert,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,alert,qualification_r0_w60_b1024,162,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,3,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,1,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,92,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,70,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,alert,qualification_r0_w60_b1024,723,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,alert,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,alert,qualification_r0_w60_b1024,365,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,fatigue,qualification_r0_w60_b1024,19,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,fatigue,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,fatigue,qualification_r0_w60_b1024,48,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,distraction,qualification_r0_w60_b1024,30,1,G2,lstm,alert,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,distraction,qualification_r0_w60_b1024,0,1,G2,lstm,fatigue,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,distraction,qualification_r0_w60_b1024,349,1,G2,lstm,distraction,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,test,60
temporal_r0,alert,qualification_r0_w60_b1024,923,1,G2,tcn,alert,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,alert,qualification_r0_w60_b1024,0,1,G2,tcn,fatigue,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,alert,qualification_r0_w60_b1024,91,1,G2,tcn,distraction,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,4,1,G2,tcn,alert,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,0,1,G2,tcn,fatigue,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,fatigue,qualification_r0_w60_b1024,0,1,G2,tcn,distraction,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,102,1,G2,tcn,alert,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,0,1,G2,tcn,fatigue,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
temporal_r0,distraction,qualification_r0_w60_b1024,60,1,G2,tcn,distraction,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,validation,60
